asset,model,regime,n_days,mean_ret_%,vol_ann_%,worst_day_%,exceptions,breach_rate_%,expected_%,kupiec_p
QQQ,historical,1. Pre-COVID calm,790,0.08852767432585049,17.164496335203303,-4.684712568411955,8,1.0126582278481013,1.0000000000000009,0.9715348415519995
QQQ,historical,2. COVID shock (2020),220,0.13012109071529118,38.07606130821459,-12.759235670684784,6,2.727272727272727,1.0000000000000009,0.033769947408489376
QQQ,historical,3. 2021 low-vol bull,252,0.09615720424650373,18.23062744165302,-3.5484650333672825,0,0.0,1.0000000000000009,0.02440850466406841
QQQ,historical,4. 2022 rates bear,251,-0.15704532922055847,32.17834483339167,-5.63976537499962,10,3.9840637450199203,1.0000000000000009,0.00032961710326417926
QQQ,historical,5. 2023-25 recovery,751,0.11479631873893041,19.905499062339683,-6.4121422620669115,12,1.5978695073235687,1.0000000000000009,0.1297679192176837
QQQ,garch_normal,1. Pre-COVID calm,790,0.08852767432585049,17.164496335203303,-4.684712568411955,21,2.6582278481012658,1.0000000000000009,0.00010292035353165474
QQQ,garch_normal,2. COVID shock (2020),220,0.13012109071529118,38.07606130821459,-12.759235670684784,6,2.727272727272727,1.0000000000000009,0.033769947408489376
QQQ,garch_normal,3. 2021 low-vol bull,252,0.09615720424650373,18.23062744165302,-3.5484650333672825,6,2.380952380952381,1.0000000000000009,0.06141417870858268
QQQ,garch_normal,4. 2022 rates bear,251,-0.15704532922055847,32.17834483339167,-5.63976537499962,3,1.1952191235059761,1.0000000000000009,0.7629803606411324
QQQ,garch_normal,5. 2023-25 recovery,751,0.11479631873893041,19.905499062339683,-6.4121422620669115,15,1.9973368841544608,1.0000000000000009,0.015575707530637972
QQQ,garch_t,1. Pre-COVID calm,790,0.08852767432585049,17.164496335203303,-4.684712568411955,13,1.6455696202531647,1.0000000000000009,0.09523503268026035
QQQ,garch_t,2. COVID shock (2020),220,0.13012109071529118,38.07606130821459,-12.759235670684784,5,2.272727272727273,1.0000000000000009,0.10381361713288861
QQQ,garch_t,3. 2021 low-vol bull,252,0.09615720424650373,18.23062744165302,-3.5484650333672825,4,1.5873015873015872,1.0000000000000009,0.3880381133603754
QQQ,garch_t,4. 2022 rates bear,251,-0.15704532922055847,32.17834483339167,-5.63976537499962,2,0.796812749003984,1.0000000000000009,0.7373114985717535
QQQ,garch_t,5. 2023-25 recovery,751,0.11479631873893041,19.905499062339683,-6.4121422620669115,12,1.5978695073235687,1.0000000000000009,0.1297679192176837
TLT,normal_rolling,1. Pre-COVID calm,790,0.036609826134817336,10.449266527222049,-2.1590400830792515,11,1.3924050632911391,1.0000000000000009,0.29536183207698385
TLT,normal_rolling,2. COVID shock (2020),220,0.042538860966668104,22.58188369800947,-6.901098173152502,5,2.272727272727273,1.0000000000000009,0.10381361713288861
TLT,normal_rolling,3. 2021 low-vol bull,252,-0.01868349054942978,13.848839601255827,-2.2856147085386214,1,0.3968253968253968,1.0000000000000009,0.27317696034930095
TLT,normal_rolling,4. 2022 rates bear,251,-0.14919070948996677,20.35467651367983,-3.478050860694254,7,2.788844621513944,1.0000000000000009,0.019452114421514177
TLT,normal_rolling,5. 2023-25 recovery,751,-0.0009402985239201388,15.08215065102605,-3.0620108416917384,4,0.5326231691078562,1.0000000000000009,0.15760924689047617
TLT,ewma,1. Pre-COVID calm,790,0.036609826134817336,10.449266527222049,-2.1590400830792515,8,1.0126582278481013,1.0000000000000009,0.9715348415519995
TLT,ewma,2. COVID shock (2020),220,0.042538860966668104,22.58188369800947,-6.901098173152502,6,2.727272727272727,1.0000000000000009,0.033769947408489376
TLT,ewma,3. 2021 low-vol bull,252,-0.01868349054942978,13.848839601255827,-2.2856147085386214,2,0.7936507936507936,1.0000000000000009,0.7327118118255171
TLT,ewma,4. 2022 rates bear,251,-0.14919070948996677,20.35467651367983,-3.478050860694254,5,1.9920318725099602,1.0000000000000009,0.1640396508984383
TLT,ewma,5. 2023-25 recovery,751,-0.0009402985239201388,15.08215065102605,-3.0620108416917384,11,1.4647137150466045,1.0000000000000009,0.23128786812373414
TLT,historical,1. Pre-COVID calm,790,0.036609826134817336,10.449266527222049,-2.1590400830792515,13,1.6455696202531647,1.0000000000000009,0.09523503268026035
TLT,historical,2. COVID shock (2020),220,0.042538860966668104,22.58188369800947,-6.901098173152502,5,2.272727272727273,1.0000000000000009,0.10381361713288861
TLT,historical,3. 2021 low-vol bull,252,-0.01868349054942978,13.848839601255827,-2.2856147085386214,1,0.3968253968253968,1.0000000000000009,0.27317696034930095
TLT,historical,4. 2022 rates bear,251,-0.14919070948996677,20.35467651367983,-3.478050860694254,6,2.3904382470119523,1.0000000000000009,0.06037810014571854
TLT,historical,5. 2023-25 recovery,751,-0.0009402985239201388,15.08215065102605,-3.0620108416917384,5,0.6657789613848202,1.0000000000000009,0.3270637980315555
TLT,garch_normal,1. Pre-COVID calm,790,0.036609826134817336,10.449266527222049,-2.1590400830792515,7,0.8860759493670887,1.0000000000000009,0.742779464711207
TLT,garch_normal,2. COVID shock (2020),220,0.042538860966668104,22.58188369800947,-6.901098173152502,8,3.6363636363636362,1.0000000000000009,0.002404877202435096
TLT,garch_normal,3. 2021 low-vol bull,252,-0.01868349054942978,13.848839601255827,-2.2856147085386214,3,1.1904761904761905,1.0000000000000009,0.7679687153509263
TLT,garch_normal,4. 2022 rates bear,251,-0.14919070948996677,20.35467651367983,-3.478050860694254,4,1.593625498007968,1.0000000000000009,0.38425482379008424
TLT,garch_normal,5. 2023-25 recovery,751,-0.0009402985239201388,15.08215065102605,-3.0620108416917384,5,0.6657789613848202,1.0000000000000009,0.3270637980315555
TLT,garch_t,1. Pre-COVID calm,790,0.036609826134817336,10.449266527222049,-2.1590400830792515,5,0.6329113924050633,1.0000000000000009,0.2661483265340283
TLT,garch_t,2. COVID shock (2020),220,0.042538860966668104,22.58188369800947,-6.901098173152502,7,3.1818181818181817,1.0000000000000009,0.00958248144529339
TLT,garch_t,3. 2021 low-vol bull,252,-0.01868349054942978,13.848839601255827,-2.2856147085386214,3,1.1904761904761905,1.0000000000000009,0.7679687153509263
TLT,garch_t,4. 2022 rates bear,251,-0.14919070948996677,20.35467651367983,-3.478050860694254,4,1.593625498007968,1.0000000000000009,0.38425482379008424
TLT,garch_t,5. 2023-25 recovery,751,-0.0009402985239201388,15.08215065102605,-3.0620108416917384,3,0.3994673768308922,1.0000000000000009,0.05984902528629865
GLD,normal_rolling,1. Pre-COVID calm,790,0.04242974042656608,10.45254202250478,-2.429383958928248,9,1.139240506329114,1.0000000000000009,0.7003956851843252
GLD,normal_rolling,2. COVID shock (2020),220,0.07332092762446207,20.603793025337914,-5.5189726718979415,9,4.090909090909091,1.0000000000000009,0.000539955289779015
GLD,normal_rolling,3. 2021 low-vol bull,252,-0.01681521146779261,13.722614073477041,-3.480879472366203,5,1.984126984126984,1.0000000000000009,0.16624023954521094
GLD,normal_rolling,4. 2022 rates bear,251,-0.0030880913442195646,15.270033866630426,-3.016149526620599,3,1.1952191235059761,1.0000000000000009,0.7629803606411324
GLD,normal_rolling,5. 2023-25 recovery,751,0.113849159170716,16.348423072930014,-6.642712220281701,15,1.9973368841544608,1.0000000000000009,0.015575707530637972
GLD,ewma,1. Pre-COVID calm,790,0.04242974042656608,10.45254202250478,-2.429383958928248,11,1.3924050632911391,1.0000000000000009,0.29536183207698385
GLD,ewma,2. COVID shock (2020),220,0.07332092762446207,20.603793025337914,-5.5189726718979415,5,2.272727272727273,1.0000000000000009,0.10381361713288861
GLD,ewma,3. 2021 low-vol bull,252,-0.01681521146779261,13.722614073477041,-3.480879472366203,8,3.1746031746031744,1.0000000000000009,0.005695561131296212
GLD,ewma,4. 2022 rates bear,251,-0.0030880913442195646,15.270033866630426,-3.016149526620599,6,2.3904382470119523,1.0000000000000009,0.06037810014571854
GLD,ewma,5. 2023-25 recovery,751,0.113849159170716,16.348423072930014,-6.642712220281701,12,1.5978695073235687,1.0000000000000009,0.1297679192176837
GLD,historical,1. Pre-COVID calm,790,0.04242974042656608,10.45254202250478,-2.429383958928248,9,1.139240506329114,1.0000000000000009,0.7003956851843252
GLD,historical,2. COVID shock (2020),220,0.07332092762446207,20.603793025337914,-5.5189726718979415,8,3.6363636363636362,1.0000000000000009,0.002404877202435096
GLD,historical,3. 2021 low-vol bull,252,-0.01681521146779261,13.722614073477041,-3.480879472366203,0,0.0,1.0000000000000009,0.02440850466406841
GLD,historical,4. 2022 rates bear,251,-0.0030880913442195646,15.270033866630426,-3.016149526620599,2,0.796812749003984,1.0000000000000009,0.7373114985717535
GLD,historical,5. 2023-25 recovery,751,0.113849159170716,16.348423072930014,-6.642712220281701,14,1.8641810918774968,1.0000000000000009,0.03358259571532707
GLD,garch_normal,1. Pre-COVID calm,790,0.04242974042656608,10.45254202250478,-2.429383958928248,13,1.6455696202531647,1.0000000000000009,0.09523503268026035
GLD,garch_normal,2. COVID shock (2020),220,0.07332092762446207,20.603793025337914,-5.5189726718979415,6,2.727272727272727,1.0000000000000009,0.033769947408489376
GLD,garch_normal,3. 2021 low-vol bull,252,-0.01681521146779261,13.722614073477041,-3.480879472366203,8,3.1746031746031744,1.0000000000000009,0.005695561131296212
GLD,garch_normal,4. 2022 rates bear,251,-0.0030880913442195646,15.270033866630426,-3.016149526620599,3,1.1952191235059761,1.0000000000000009,0.7629803606411324
GLD,garch_normal,5. 2023-25 recovery,751,0.113849159170716,16.348423072930014,-6.642712220281701,9,1.1984021304926764,1.0000000000000009,0.5961825438580244
GLD,garch_t,1. Pre-COVID calm,790,0.04242974042656608,10.45254202250478,-2.429383958928248,7,0.8860759493670887,1.0000000000000009,0.742779464711207
GLD,garch_t,2. COVID shock (2020),220,0.07332092762446207,20.603793025337914,-5.5189726718979415,5,2.272727272727273,1.0000000000000009,0.10381361713288861
GLD,garch_t,3. 2021 low-vol bull,252,-0.01681521146779261,13.722614073477041,-3.480879472366203,4,1.5873015873015872,1.0000000000000009,0.3880381133603754
GLD,garch_t,4. 2022 rates bear,251,-0.0030880913442195646,15.270033866630426,-3.016149526620599,2,0.796812749003984,1.0000000000000009,0.7373114985717535
GLD,garch_t,5. 2023-25 recovery,751,0.113849159170716,16.348423072930014,-6.642712220281701,8,1.0652463382157125,1.0000000000000009,0.8588637449047856
EW,normal_rolling,1. Pre-COVID calm,790,0.05864913686931891,7.526061756451287,-2.001774938989606,11,1.3924050632911391,1.0000000000000009,0.29536183207698385
EW,normal_rolling,2. COVID shock (2020),220,0.08623065681288138,18.511032674802454,-5.68507564743161,10,4.545454545454546,1.0000000000000009,0.00010950711665702606
EW,normal_rolling,3. 2021 low-vol bull,252,0.04272330523203211,9.710282391556868,-2.3807482424653448,1,0.3968253968253968,1.0000000000000009,0.27317696034930095
EW,normal_rolling,4. 2022 rates bear,251,-0.09159363100122563,16.71410019401086,-3.6211703657464795,17,6.772908366533864,1.0000000000000009,1.229820467685272e-09
EW,normal_rolling,5. 2023-25 recovery,751,0.08088020826330725,11.105226906612264,-3.3855889792132463,11,1.4647137150466045,1.0000000000000009,0.23128786812373414
EW,ewma,1. Pre-COVID calm,790,0.05864913686931891,7.526061756451287,-2.001774938989606,13,1.6455696202531647,1.0000000000000009,0.09523503268026035
EW,ewma,2. COVID shock (2020),220,0.08623065681288138,18.511032674802454,-5.68507564743161,10,4.545454545454546,1.0000000000000009,0.00010950711665702606
EW,ewma,3. 2021 low-vol bull,252,0.04272330523203211,9.710282391556868,-2.3807482424653448,6,2.380952380952381,1.0000000000000009,0.06141417870858268
EW,ewma,4. 2022 rates bear,251,-0.09159363100122563,16.71410019401086,-3.6211703657464795,7,2.788844621513944,1.0000000000000009,0.019452114421514177
EW,ewma,5. 2023-25 recovery,751,0.08088020826330725,11.105226906612264,-3.3855889792132463,10,1.3315579227696404,1.0000000000000009,0.38479047220829155
EW,historical,1. Pre-COVID calm,790,0.05864913686931891,7.526061756451287,-2.001774938989606,4,0.5063291139240507,1.0000000000000009,0.1233020034350506
EW,historical,2. COVID shock (2020),220,0.08623065681288138,18.511032674802454,-5.68507564743161,8,3.6363636363636362,1.0000000000000009,0.002404877202435096
EW,historical,3. 2021 low-vol bull,252,0.04272330523203211,9.710282391556868,-2.3807482424653448,1,0.3968253968253968,1.0000000000000009,0.27317696034930095
EW,historical,4. 2022 rates bear,251,-0.09159363100122563,16.71410019401086,-3.6211703657464795,8,3.187250996015936,1.0000000000000009,0.005556650359113902
EW,historical,5. 2023-25 recovery,751,0.08088020826330725,11.105226906612264,-3.3855889792132463,9,1.1984021304926764,1.0000000000000009,0.5961825438580244
EW,garch_normal,1. Pre-COVID calm,790,0.05864913686931891,7.526061756451287,-2.001774938989606,13,1.6455696202531647,1.0000000000000009,0.09523503268026035
EW,garch_normal,2. COVID shock (2020),220,0.08623065681288138,18.511032674802454,-5.68507564743161,12,5.454545454545454,1.0000000000000009,3.424823607378613e-06
EW,garch_normal,3. 2021 low-vol bull,252,0.04272330523203211,9.710282391556868,-2.3807482424653448,7,2.7777777777777777,1.0000000000000009,0.019861211712255744
EW,garch_normal,4. 2022 rates bear,251,-0.09159363100122563,16.71410019401086,-3.6211703657464795,5,1.9920318725099602,1.0000000000000009,0.1640396508984383
EW,garch_normal,5. 2023-25 recovery,751,0.08088020826330725,11.105226906612264,-3.3855889792132463,11,1.4647137150466045,1.0000000000000009,0.23128786812373414
EW,garch_t,1. Pre-COVID calm,790,0.05864913686931891,7.526061756451287,-2.001774938989606,8,1.0126582278481013,1.0000000000000009,0.9715348415519995
EW,garch_t,2. COVID shock (2020),220,0.08623065681288138,18.511032674802454,-5.68507564743161,10,4.545454545454546,1.0000000000000009,0.00010950711665702606
EW,garch_t,3. 2021 low-vol bull,252,0.04272330523203211,9.710282391556868,-2.3807482424653448,4,1.5873015873015872,1.0000000000000009,0.3880381133603754
EW,garch_t,4. 2022 rates bear,251,-0.09159363100122563,16.71410019401086,-3.6211703657464795,3,1.1952191235059761,1.0000000000000009,0.7629803606411324
EW,garch_t,5. 2023-25 recovery,751,0.08088020826330725,11.105226906612264,-3.3855889792132463,9,1.1984021304926764,1.0000000000000009,0.5961825438580244
