asset,model,regime,n_days,mean_ret_%,vol_ann_%,worst_day_%,exceptions,breach_rate_%,expected_%,kupiec_p
SPY,normal_rolling,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,4,0.5298013245033113,1.0000000000000009,0.15373355450914428
SPY,normal_rolling,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,13,1.7241379310344827,1.0000000000000009,0.07000335584380613
SPY,normal_rolling,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,49,6.490066225165562,1.0000000000000009,0.0
SPY,ewma,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,9,1.1920529801324504,1.0000000000000009,0.6067050501766662
SPY,ewma,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,22,2.9177718832891246,1.0000000000000009,1.7187427538201128e-05
SPY,ewma,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,25,3.3112582781456954,1.0000000000000009,4.7150412119112417e-07
SPY,historical,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,3,0.3973509933774834,1.0000000000000009,0.058127199871524704
SPY,historical,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,7,0.9283819628647214,1.0000000000000009,0.8414374002328668
SPY,historical,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,30,3.9735099337748347,1.0000000000000009,5.309223061189527e-10
SPY,garch_normal,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,10,1.3245033112582782,1.0000000000000009,0.39327567117198925
SPY,garch_normal,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,17,2.2546419098143233,1.0000000000000009,0.0029436069983079793
SPY,garch_normal,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,23,3.0463576158940397,1.0000000000000009,5.476050550790035e-06
SPY,garch_t,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,4,0.5298013245033113,1.0000000000000009,0.15373355450914428
SPY,garch_t,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,14,1.8567639257294428,1.0000000000000009,0.03462745000294798
SPY,garch_t,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,17,2.251655629139073,1.0000000000000009,0.002984991609784937
QQQ,normal_rolling,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,5,0.6622516556291391,1.0000000000000009,0.32033133121020496
QQQ,normal_rolling,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,19,2.519893899204244,1.0000000000000009,0.0004346352093125283
QQQ,normal_rolling,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,43,5.695364238410596,1.0000000000000009,0.0
QQQ,ewma,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,14,1.8543046357615895,1.0000000000000009,0.03498118099439973
QQQ,ewma,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,18,2.3872679045092835,1.0000000000000009,0.0011602174177547386
QQQ,ewma,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,20,2.6490066225165565,1.0000000000000009,0.00015787124641641892
