asset,model,regime,n_days,mean_ret_%,vol_ann_%,worst_day_%,exceptions,breach_rate_%,expected_%,kupiec_p
SPY,normal_rolling,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,12,1.5894039735099337,5.000000000000004,6.014202041937367e-07
SPY,normal_rolling,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,34,4.509283819628647,5.000000000000004,0.5298347228839967
SPY,normal_rolling,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,78,10.331125827814569,5.000000000000004,3.2716943598742887e-09
SPY,ewma,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,27,3.576158940397351,5.000000000000004,0.059105967884371946
SPY,ewma,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,46,6.10079575596817,5.000000000000004,0.17937095367328115
SPY,ewma,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,52,6.887417218543046,5.000000000000004,0.024038346168749114
SPY,historical,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,13,1.7218543046357615,5.000000000000004,1.966550952747781e-06
SPY,historical,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,33,4.376657824933687,5.000000000000004,0.4227331061604356
SPY,historical,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,75,9.933774834437086,5.000000000000004,3.435838724641371e-08
SPY,garch_normal,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,20,2.6490066225165565,5.000000000000004,0.001177349146846307
SPY,garch_normal,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,43,5.702917771883289,5.000000000000004,0.385921370911398
SPY,garch_normal,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,62,8.211920529801324,5.000000000000004,0.00019781251922601495
SPY,garch_t,low,755,0.08048711138461603,7.878283198514141,-1.790354276106769,26,3.443708609271523,5.000000000000004,0.038085013473101004
SPY,garch_t,normal,754,0.05047852604390468,13.023717390289272,-3.21752534397269,50,6.631299734748011,5.000000000000004,0.04978394307829481
SPY,garch_t,high,755,0.03529888680839089,28.236214905741697,-11.588633905470653,64,8.47682119205298,5.000000000000004,6.190266822614365e-05
QQQ,normal_rolling,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,13,1.7218543046357615,5.000000000000004,1.966550952747781e-06
QQQ,normal_rolling,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,33,4.376657824933687,5.000000000000004,0.4227331061604356
QQQ,normal_rolling,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,88,11.655629139072849,5.000000000000004,5.373479439185758e-13
QQQ,ewma,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,26,3.443708609271523,5.000000000000004,0.038085013473101004
QQQ,ewma,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,54,7.161803713527852,5.000000000000004,0.010308728463304662
QQQ,ewma,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,56,7.417218543046358,5.000000000000004,0.00433622320987348
QQQ,historical,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,12,1.5894039735099337,5.000000000000004,6.014202041937367e-07
QQQ,historical,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,37,4.907161803713528,5.000000000000004,0.9066118402506651
QQQ,historical,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,76,10.066225165562914,5.000000000000004,1.591106302267775e-08
QQQ,garch_normal,low,755,0.11669180859589806,11.05312676470616,-2.5754706687340945,27,3.576158940397351,5.000000000000004,0.059105967884371946
QQQ,garch_normal,normal,754,0.0670237205996039,17.900862848928412,-4.497598681453232,51,6.763925729442971,5.000000000000004,0.034507565962429876
QQQ,garch_normal,high,755,0.040994139154274224,33.76033946570993,-12.759235670684784,60,7.9470198675496695,5.000000000000004,0.0005921279732441498
